line_number,cleaned_text
1,Sun
2,Sep2
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$2,205"
8,"$2,724"
9,"$1,648"
10,"$$1,907"
11,"$1,907"
12,"$2,119"
13,"$2,134"
14,"$2,495"
15,"$1,820"
16,"$1,911"
17,"$1,9N"
18,"$2,038"
19,"$2,123"
20,"$2,205"
21,"$2,495"
22,d
23,epid
24,"$1,816"
25,"$1,9,007"
26,"$19,507"
27,"$2,034"
28,"$2,119"
29,"$2,403"
30,"$2,495"
31,Thu
32,Sep26
33,"$,957"
34,"$2,123"
35,"$2,377"
36,"$2,401"
37,Fr
38,Sepef
39,"$1,862"
40,"$1,953"
41,"$1,953"
42,"$2,080"
43,"$2,165"
44,"$2,449"
45,"$2,475"
46,epaF
47,"$2,247"
48,"$1,957"
49,"$19,597"
50,"$1,906"
51,"$2,169"
52,"$2,275"
53,"$2,301"
54,Mon
55,Sep2F
56,ue
57,Sep30
58,etd
59,Sav
60,Oat4
