line_number,cleaned_text
1,Sur
2,Aug2a
3,"$$1,918"
4,"$1,467"
5,"$$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,"$1,765"
11,"$1,765"
12,"$1,765"
13,"$1,841"
14,"$1,903"
15,"$1,882"
16,"$1,806"
17,Tue
18,Aug26
19,"$1,688"
20,"$1,192"
21,"$1,688"
22,"$1,272"
23,"$1,918"
24,"$1,272"
25,"$1,729"
26,Wed
27,Aug27
28,"$1,998"
29,"$1,998"
30,"$1,998"
31,"$2,074"
32,"$2,115"
33,"$2,039"
34,Thu
35,Aug28
36,"$1,572"
37,"$1,192"
38,"$1,568"
39,"$1,272"
40,"$1,272"
41,"$2,158"
42,Fr
43,Aug29
44,"$1,618"
45,"$1,618"
46,"$1,614"
47,"$1,953"
48,"$1,664"
49,"$2,003"
50,"$1,618"
51,"$1,618"
52,"$1,614"
53,"$2,099"
54,"$1,664"
55,"$2,120"
56,Man
57,Sep18
58,Tue
59,Sep16
60,Wed
61,Sepi7
62,The
63,Sep18
64,Fr
65,Sep
66,Sat
67,Sep20
