line_number,cleaned_text
1,"$2,402"
2,"$2,402"
3,"$2,402"
4,"$2,348"
5,"$2,964"
6,"$2,205"
7,"$2,699"
8,"$t,733"
9,"$2,339"
10,"$2,447"
11,"AG1,950"
12,"$2,901"
13,"$2,134"
14,"$2,636"
15,"$2,402"
16,"$2,442"
17,"$2,402"
18,"$2,277"
19,"$3,198"
20,"$2,134"
21,"$$2,724"
22,"$2,402"
23,"$2,299"
24,"$2,402"
25,"$2,134"
26,$TYVIT
27,"$$2,724"
28,"$2,523"
29,"$2,513"
30,"$2,523"
31,"$2,348"
32,"$3,222"
33,"$$2,205"
34,"$2,B05"
35,Fr
36,Sep19
37,$LGS7
38,$LYS2
39,$LGS7
40,"$2,979"
41,"$2,169"
42,"$3,020"
43,Sep2
44,"$1,648"
45,"$2,235"
46,"$2,717"
47,$780
48,"$2,205"
49,"$2,999"
