line_number,cleaned_text
1,"$1,807"
2,"$1,807"
3,"$1,572"
4,"$1,572"
5,"$1,568"
6,"$1,402"
7,"$1,907"
8,"$1,618"
9,"$1,987"
10,"$1,572"
11,"$1,192"
12,"$$1,868"
13,"$1,272"
14,"$2,192"
15,"$1,272"
16,"$2,003"
17,"$1,572"
18,"$1,572"
19,"$$1,568"
20,"$1,715"
21,"$$1,729"
22,"$1,618"
23,"$17,758"
24,"$1,729"
25,"$1,192"
26,"$1,907"
27,"$17,272"
28,"$1,729"
29,"$17,272"
30,"$1,775"
31,"$1,775"
32,"$1,806"
33,"$1,806"
34,"$1,775"
35,"$1,775"
36,"$1,923"
37,"$1,821"
38,"$1,618"
39,"$1,572"
40,"$1,614"
41,"$1,402"
42,"$1,775,"
43,"$1,664"
44,"$1,821"
