line_number,cleaned_text
1,Sur
2,Sep7
3,"$1,729"
4,"$1,343"
5,"$1,765"
6,"$1,486"
7,"$1,729"
8,"$1,547"
9,"$1,775"
10,"$1,633"
11,"$1,572"
12,"$1,765"
13,"$1,402"
14,"$$1,907"
15,"AG1,812"
16,"$1,806"
17,Toe
18,Sep
19,"$1,663"
20,"$1,192"
21,"$1,765"
22,"$1,272"
23,"$1,907"
24,"$1,272"
25,"$1,806"
26,Wed
27,Sep
28,"$1,918"
29,"$1,572"
30,"$1,918"
31,"$1,715"
32,AbeWdi
33,"$1,715"
34,"$1,959"
35,Thu
36,Seot1
37,"$1,704"
38,"$1,200"
39,"$1,568"
40,"$1,343"
41,"$1,729"
42,"$1,343"
43,"$1,775"
44,Fr
45,Sep12
46,"$19,857"
47,"$1,957"
48,"$1,953"
49,"$1,775"
50,"$1,775"
51,"$1,821"
52,"$1,715"
53,Aged
54,Sur
55,Sen14
56,Mon
57,Sep18
58,ue
59,Sep16
60,Wed
61,Sepi7
62,The
63,Sep18
64,Fr
65,Sep1y
66,Sat
67,Sep20
