line_number,cleaned_text
1,"$1,918"
2,"$1,858"
3,"$2,301"
4,"$1,858"
5,"$2,301"
6,"$$1,402"
7,"$1,787"
8,"$2,288"
9,"$2,306"
10,"$1,918"
11,"$1,787"
12,"$2,272"
13,"$1,787"
14,"$2,301"
15,"$$2,318"
16,"$2,314"
17,"$1,918"
18,"$14,644"
19,"$2,301"
20,"$14,644"
21,"$2,301"
22,"$2,089"
23,hu
24,Sep18
25,"$2,021"
26,"$1,858"
27,"$1,858"
28,"$2,273"
29,Fr
30,Sep12
31,"$21,604"
32,"$2,173"
33,"$1,953"
34,"$1,987"
35,"$2,218"
36,"$$1,999"
37,"$2,035"
38,"$2,288"
39,$TS74
40,"$2,235"
41,"$2,261"
42,Sat
43,Sep27
