line_number,cleaned_text
1,Sue
2,Sen14
3,"$$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,Agea45
9,"$1,402"
10,"$1,787"
11,"$2,288"
12,"$1,574"
13,"$2,306"
14,Tue
15,Seni
16,"$1,918"
17,"$1,787"
18,"$2,272"
19,"$1,787"
20,"$2,301"
21,"$2,318"
22,"$2,314"
23,Wed
24,Seni
25,"$1,918"
26,"$1,644"
27,"$2,301"
28,"$1,644"
29,"$2,301"
30,"$2,059"
31,Thu
32,Sep18
33,"$2,021"
34,"$1,858"
35,"$Z,41"
36,"$1,858"
37,"$Z,41"
38,"$2,273"
39,Fr
40,Sep
41,"$$2,164"
42,"$2,173"
43,"$1,953"
44,"$1,957"
45,"$2,218"
46,"$1,999"
47,Sav
48,Sep2t
49,"$2,035"
50,"$2,288"
51,"$1,574"
52,"$2,235"
53,"$2,261"
54,Sur
55,Sep21
56,Man
57,Sep22
58,Sen24
59,The
60,Sep25
61,Fr
62,Sep2
63,Sat
64,Sep27
