line_number,cleaned_text
1,Sur
2,Aug3
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,"$2,347"
8,"$1,727"
9,Mon
10,Sen
11,"$1,402"
12,"$1,641"
13,"$$1,907"
14,"$1,402"
15,"$$1,907"
16,"$1,618"
17,"$1,618"
18,"$1,754"
19,"$1,192"
20,"$2,016"
21,"$1,192"
22,"$2,016"
23,"$1,192"
24,"$1,618"
25,Wed
26,Sep3
27,"$1,900"
28,"$1,572"
29,"$17,258"
30,"$1,572"
31,"$1,907"
32,"$1,618"
33,"$1,618"
34,Thu
35,Sep4
36,"$1,754"
37,"$1,192"
38,"$1,725"
39,"$1,192"
40,"$1,907"
41,"$1,192"
42,"$$1,771"
43,Fr
44,Sep5
45,"$2,048"
46,"$2,064"
47,"$1,771"
48,"$1,806"
49,"$1,806"
50,"$2,076"
51,"$1,817"
52,Sat
53,Sep6
54,"$2,839"
55,"$1,740"
56,"$1,771"
57,"$i,402"
58,"$1,953"
59,"$1,664"
60,"$1,664"
61,Sur
62,Sep7
63,Man
64,Sep8
65,ue
66,Sepe
67,Ned
68,Sep7o
69,The
70,Sept
71,Fr
72,Sep1Z
73,Sat
74,Sep13
