line_number,cleaned_text
1,Sun
2,Aug24
3,"$2,006"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$1,994"
8,"$1,467"
9,"$2,182"
10,Mon
11,Aug25
12,"$1,989"
13,"$1,835"
14,"$1,765"
15,"$1,765"
16,"$1,841"
17,"$2,029"
18,"$2,029"
19,Tue
20,Aug26
21,"$1,626"
22,assez
23,"$1,688"
24,assez
25,"$1,765"
26,assez
27,"$1,952"
28,Wed
29,Aug27
30,"$2,299"
31,"$2,087"
32,"$2,016"
33,"$2,016"
34,"$2,093"
35,"$2,262"
36,"$2,262"
37,Thu
38,Aug28
39,"$1,626"
40,assez
41,"$2,087"
42,assez
43,"$2,134"
44,assez
45,"$2,198"
46,Fri
47,Aug29
48,"$1,818"
49,"$1,962"
50,"$2,057"
51,"$1,943"
52,"$2,134"
53,"$2,198"
54,"$2,321"
55,Sat
56,Aug30
57,"$$3,178"
58,"$1,962"
59,"$2,093"
60,"$1,943"
61,"$2,169"
62,"$2,198"
63,"$2,357"
64,Sun
65,Aug31
66,Sep1
67,Tue
68,Sep2
69,Wed
70,Sep3
71,Thu
72,Sep4
73,Fri
74,Sep5
75,Sat
76,Sep6
