line_number,cleaned_text
1,"$2,968"
2,"$2,044"
3,"$2,984"
4,"$2,044"
5,"$2,612"
6,Sen
7,"$1,402"
8,"$1,856"
9,"$1,572"
10,"$1,574"
11,"$$2,855"
12,"$2,173"
13,"$1,953"
14,"$1,572"
15,"$1,415"
16,"$1,572"
17,"$1,415"
18,"$2,306"
19,"$2,070"
20,"$2,479"
21,"$1,572"
22,"$12,729"
23,"$1,572"
24,"$12,729"
25,"$2,403"
26,"$17,275"
27,"$1,771"
28,Thu
29,Sep4
30,"$$1,729"
31,"$1,415"
32,"$1,907"
33,"$1,415"
34,"$2,403"
35,"$12,775"
36,"$1,771"
37,Fr
38,Sep
39,"$1,775"
40,"$17,775"
41,"$2,189"
42,"$17,775"
43,"$2,189"
44,"$1,821"
45,"$1,817"
46,"$$1,402"
47,"$1,775"
48,"$1,618"
49,"$15,746"
50,"$2,347"
51,"$1,821"
52,"$1,817"
53,Sep22
