line_number,cleaned_text
1,Sun
2,Aug31
3,AGZAP
4,"$1,727"
5,oa
6,"32,968"
7,"$1,807"
8,Man
9,Sep1
10,"$1,572"
11,"$1,572"
12,"$1,568"
13,"$1,402"
14,"$1,907"
15,"$1,618"
16,"$1,957"
17,Tue
18,Sep2
19,"$1,572"
20,"$1,192"
21,"$1,568"
22,"$1,272"
23,"$2,192"
24,"$1,272"
25,"$2,003"
26,Wed
27,Sep3
28,"$1,572"
29,"$1,572"
30,"$1,568"
31,"$1,715"
32,"$1,729"
33,"$$1,618"
34,"$1,775"
35,Thu
36,Sep4
37,"$1,729"
38,"$1,192"
39,"$1,907"
40,"$1,272"
41,"$1,729"
42,"$1,272"
43,"$1,775"
44,Fri
45,Sep5
46,"$1,775"
47,"$1,806"
48,"$1,806"
49,"$1,775"
50,"$1,775"
51,"$1,923"
52,"$1,821"
53,Sat
54,Sep6
55,"$1,618"
56,"$1,572"
57,"$1,614"
58,"$1,402"
59,"$1,775"
60,"$1,664"
61,"$1,821"
62,",O"
63,Sun
64,Sep146
65,Mon
66,Sep15
67,Tue
68,Sep16
69,Wed
70,Sep17
71,Thu
72,Sep18
73,Fri
74,Sep1e
75,Sat
76,Sep20
