line_number,cleaned_text
1,Sur
2,Sep7
3,"$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,Mar
11,SepB
12,"$1,733"
13,"$19,141"
14,$t911
15,"$1,950"
16,"$2,119"
17,"$2,134"
18,"$2,571"
19,Tue
20,Sep
21,"$19,141"
22,"$1,911"
23,"$19,141"
24,"$1,877"
25,"$2,123"
26,"$1,905"
27,"$2,438"
28,Wed
29,Sep10
30,"$2,402"
31,"$2,123"
32,"$2,402"
33,"$2,277"
34,"$2,119"
35,"$82,134"
36,"$2,724"
37,Thu
38,Sep1
39,"$1,729"
40,"$1,872"
41,"$2,402"
42,"$1,905"
43,"AG3,437"
44,"$1,762"
45,"$2,724"
46,Fri
47,Sep12
48,"$1,775"
49,"$1,957"
50,"$1,957"
51,"$2,825"
52,"$2,865"
53,Sat
54,Sep13
55,"$1,897"
56,"$2,426"
57,"$2,545"
58,"$2,113"
59,"$2,988"
60,"$2,134"
61,"$2,723"
62,",O"
63,Sur
64,Sep28
65,Mon
66,Sep29
67,Tue
68,Sep30
69,Wed
70,Oct1
71,Thu
72,Oct2
73,Fr
74,Qct3
75,Sat
76,Oct4
