line_number,cleaned_text
1,Sun
2,Sep7
3,"$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,Man
11,Sep8
12,"$1,733"
13,"$1,911"
14,"$1,911"
15,"$1,950"
16,"$2,119"
17,"$2,134"
18,"$2,571"
19,Tue
20,Sep9
21,"$1,911"
22,$III
23,"$1,911"
24,"$1,877"
25,"$2,123"
26,"$1,905"
27,"$2,438"
28,Wed
29,Sep10
30,"$2,402"
31,"$2,123"
32,"$2,402"
33,"$2,277"
34,"$2,119"
35,"$2,134"
36,"$2,724"
37,Thu
38,Sept
39,"$1,729"
40,"$1,872"
41,"$$2,402"
42,"$1,905"
43,"AL2,437"
44,"$1,762"
45,"$2,724"
46,Fri
47,Sep12
48,"$1,775"
49,"$1,957"
50,"$1,957"
51,"$2,825"
52,"$2,865"
53,Sat
54,Sep13
55,"$1,897"
56,"$$2,426"
57,"$2,545"
58,"$2,113"
59,"$2,988"
60,"$2,134"
61,"$2,723"
62,Sun
63,Sep28
64,Mon
65,Sep29
66,Tue
67,Sep30
68,Wed
69,Oct
70,Thu
71,Oct2
