line_number,cleaned_text
1,"$1,918"
2,"$1,994"
3,"$$2,301"
4,"$2,002"
5,"$$2,301"
6,"$2,352"
7,"$$2,479"
8,"$1,841"
9,"$1,903"
10,"$1,907"
11,"$$2,148"
12,"$2,290"
13,"$1,949"
14,"$2,072"
15,"AG1,727"
16,"$2,072"
17,"$2,077"
18,"$2,265"
19,"AGS1,998"
20,"$2,074"
21,"$2,341"
22,"$2,341"
23,"$2,341"
24,Thu
25,Aug28
26,"$1,572"
27,"$1,877"
28,"$1,572"
29,$V727
30,"$2,461"
31,"$2,077"
32,"$2,479"
33,"$1,618"
34,"$2,311"
35,"$1,618"
36,"$1,957"
37,"$1,999"
38,S
39,Aug2o
40,"$$1,618"
41,"$2,156"
42,"$$1,618"
43,"$2,271"
