line_number,cleaned_text
1,Sun
2,Aug31
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,"$2,347"
8,"$1,727"
9,"$2,916"
10,Mon
11,Sep1
12,"$1,402"
13,"$1,641"
14,"$1,907"
15,"$1,402"
16,"$1,907"
17,"$1,618"
18,"$$1,618"
19,Tue
20,Sep2
21,"$1,754"
22,"$1,192"
23,"$2,016"
24,"$1,192"
25,"$2,016"
26,"$1,192"
27,"$1,618"
28,Wed
29,Sep3
30,"$1,900"
31,"$1,572"
32,"$1,725"
33,"$1,572"
34,"$1,907"
35,"$1,618"
36,"$1,618"
37,Thu
38,Sep4
39,"$1,754"
40,"$1,192"
41,"$1,725"
42,"$1,192"
43,"$$1,907"
44,"$1,192"
45,"$$1,771"
46,Fri
47,Sep5
48,"$2,048"
49,"$2,064"
50,"$1,771"
51,"$1,806"
52,"$1,806"
53,"$2,076"
54,"$1,817"
55,Sat
56,Sep6
57,"$2,539"
58,"$1,740"
59,"$1,771"
60,"$1,402"
61,"$1,953"
62,"$1,664"
63,"$1,664"
64,Sun
65,Sep7
66,Mon
67,Sep8
68,Tue
69,Sep9
70,Wed
71,Sep10
72,Thu
73,Sep11
74,Sep12
75,Sat
76,Sep13
