line_number,cleaned_text
1,Aug24
2,"$$2,006"
3,AGLAG7
4,"$1,918"
5,AGLAG7
6,"$1,994"
7,AGLAG7
8,"$2,182"
9,"$1,835"
10,"$1,765"
11,"$1,765"
12,"$1,841"
13,"$2,029"
14,"$2,029"
15,Tue
16,Auge
17,"$1,626"
18,"$1,192"
19,"$1,688"
20,"$1,192"
21,"$1,765"
22,"$1,192"
23,"$1,952"
24,"$2,299"
25,"$2,087"
26,"$2,016"
27,"$2,016"
28,"$2,093"
29,"$2,262"
30,"$2,262"
31,Tr
32,Aug28
33,"$1,626"
34,"$1,192"
35,"$2,057"
36,"$1,192"
37,"$2,134"
38,"$1,192"
39,"$2,198"
40,er
41,Aug29
42,"$1,818"
43,"$19,262"
44,"$2,057"
45,"$1,943"
46,"$2,134"
47,"$2,198"
48,"$2,321"
49,"$19,262"
50,"$2,093"
51,"$1,943"
52,"$2,169"
53,"$2,198"
54,"$2,357"
