line_number,cleaned_text
1,"$1,807"
2,"$1,807"
3,Sen
4,"$1,572"
5,"$1,572"
6,"$1,568"
7,"$1,407"
8,"$1,907"
9,"$1,618"
10,"$1,987"
11,"$1,572"
12,"$1,192"
13,"$1,568"
14,"$1,272"
15,"$2,192"
16,"$1,272"
17,"$2,003"
18,"$1,572"
19,"$1,572"
20,"$1,568"
21,"$1,715"
22,"$1,729"
23,"$1,618"
24,"$17,758"
25,Thu
26,Sep4
27,"$1,729"
28,"$1,192"
29,"$1,907"
30,"$17,272"
31,"$1,729"
32,"$17,272"
33,"$1,775"
34,Fr
35,Sep
36,"$1,775"
37,"$1,806"
38,"$1,806"
39,"$1,775"
40,"$1,775"
41,"$1,923"
42,"$1,821"
43,"$1,618"
44,"$1,572"
45,"$1,614"
46,"$1,407"
47,"$1,775"
48,"$1,664"
49,"$1,821"
