line_number,cleaned_text
1,Sur
2,Aug24
3,"ADZ,2,946"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$1,918"
8,"$1,467"
9,"$2,188"
10,Mon
11,Aug25
12,"$1,950"
13,"Agz,201"
14,"$1,765"
15,"$1,765"
16,"$1,765"
17,"$2,035"
18,"$$1,953"
19,Tue
20,Aug26
21,"$1,995"
22,"$1,192"
23,"$1,688"
24,"$1,192"
25,"$1,688"
26,"$1,192"
27,"$1,958"
28,Wed
29,Aug27
30,ADZA76
31,Ag2a29
32,"$1,998"
33,"$$1,998"
34,"$1,998"
35,"$2,268"
36,"$2,268"
37,"$1,192"
38,"$2,117"
39,"$1,192"
40,"$2,117"
41,"$1,192"
42,"$1,618"
43,Fri
44,Aug29
45,"$1,946"
46,$L471
47,"$$1,953"
48,"$1,618"
49,"$$1,953"
50,"$1,664"
51,"$1,664"
52,Sat
53,Aug30
54,"$1,946"
55,"$1,962"
56,"$2,079"
57,"$1,618"
58,"$2,079"
59,"$1,664"
60,"$$1,664"
61,Sun
62,Sep7
63,Mon
64,Sep8
65,Tue
66,Sep9
67,Wed
68,Sep10
69,Thu
70,Sep11
71,Fri
72,Sep12
73,Sat
74,Sep13
