line_number,cleaned_text
1,"$2,148"
2,"$1,558"
3,"$2,148"
4,"$1,775"
5,"$1,771"
6,"$1,402"
7,"$1,787"
8,"$$1,907"
9,"AG1,574"
10,"$2,148"
11,"$2,169"
12,"$1,953"
13,"$1,907"
14,"$$1,558"
15,"$2,148"
16,"$2,077"
17,"$1,953"
18,Wed
19,Sep
20,"$1,918"
21,"$1,787"
22,"$2,268"
23,"$1,787"
24,"$2,301"
25,"$2,169"
26,"$2,310"
27,Thu
28,Seot1
29,"$1,572"
30,"$1,415"
31,"$1,572"
32,"$1,415"
33,"$2,301"
34,"$1,775"
35,"$1,771"
36,Fr
37,Sep12
38,"$1,775"
39,"$1,775"
40,"$1,953"
41,"$1,775"
42,"$1,821"
43,"$1,817"
44,Sat
45,Sep13
46,"$1,565"
47,"$1,787"
48,"$1,737"
49,fsys42
50,$ear
51,Sur
52,Sep21
53,Mon
54,Sep22
55,ue
56,Sep22
57,Wed
58,Sen24
59,The
60,Sep25
61,Fr
62,Sep2
63,Sat
64,Sep27
