line_number,cleaned_text
1,"$2,699"
2,"$2,412"
3,ALRSoe
4,"$2,391"
5,"$1,733"
6,"$1,872"
7,"$1,911"
8,"$1,950"
9,"$2,123"
10,"$2,203"
11,Toe
12,Sen2
13,"$2,447"
14,"$1,572"
15,"$2,447"
16,"$1,877"
17,Athat
18,"$1,762"
19,"$2,729"
20,Wed
21,Sep3
22,"$$1,729"
23,"$1,572"
24,"$1,911"
25,"$2,277"
26,"$2,134"
27,"$2,826"
28,Thu
29,Sep4
30,"$$1,729"
31,"$19,111"
32,"$$1,911"
33,"$11,877"
34,"$2,123"
35,"$1,762"
36,"$2,826"
37,"$$1,775"
38,"$2,846"
39,"$2,290"
40,"$2,483"
41,"$3,259"
42,"$2,612"
43,"$1,733"
44,"$$1,618"
45,"$1,957"
46,"$1,950"
47,"$2,134"
48,"$2,770"
49,Sur
50,Sep28
51,Mon
52,Sep2e
