line_number,cleaned_text
1,"AG1,467"
2,"$1,918"
3,"AG1,467"
4,"$1,918"
5,"AG1,467"
6,"$2,188"
7,"$1,765"
8,"$1,765"
9,"$1,765"
10,"$2,035"
11,"$1,953"
12,Tue
13,ug26
14,"$1,995"
15,"$1,192"
16,"$1,688"
17,"$1,192"
18,"$1,688"
19,"$1,192"
20,"$1,958"
21,"$1,998"
22,"$1,998"
23,"$1,998"
24,"$2,268"
25,"$2,268"
26,"$1,192"
27,"$2,117"
28,"$1,192"
29,"$2,117"
30,"$1,192"
31,"$1,618"
32,or
33,Aug29
34,"$1,946"
35,"$1,953"
36,"$1,618"
37,"$1,953"
38,"$1,664"
39,"$$1,664"
40,"$1,946"
41,"$1,962"
42,"$2,079"
43,"$1,618"
44,"$2,079"
45,"$1,664"
46,"$$1,664"
