line_number,cleaned_text
1,"$2,248"
2,"$2,513"
3,"$2,402"
4,"$2,348"
5,"$2,205"
6,"$2,724"
7,"$1,648"
8,$TYN
9,$LOOS
10,$tRAG
11,"$2,119"
12,"$$2,134"
13,"$2,495"
14,"$1,820"
15,AGL
16,$SN
17,"$2,038"
18,"$2,123"
19,"$2,205"
20,"$2,495"
21,$LGO2
22,$LSOS
23,"$2,034"
24,"$2,119"
25,"$2,403"
26,"$2,495"
27,$IYE
28,"$2,123"
29,"$2,377"
30,"$2,401"
31,Fr
32,Sep2e
33,$L862
34,$1LP53
35,"$19,933"
36,"$2,080"
37,"$2,165"
38,"$2,449"
39,"$2,475"
40,"$2,247"
41,$LO57
42,AGL9D
43,$DA
44,"$21,609"
45,"$2,275"
46,"$2,301"
