line_number,cleaned_text
1,Sun
2,Sep2
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$2,205"
8,"$2,724"
9,"$$1,907"
10,"$1,907"
11,"$8,646"
12,"$2,119"
13,"$2,134"
14,"$2,495"
15,"$1,820"
16,"$1,911"
17,"$1,9N"
18,"$2,038"
19,"$2,123"
20,"$2,205"
21,"$2,495"
22,"$1,816"
23,"$1,907"
24,"$1,907"
25,"$2,034"
26,"$2,119"
27,"$2,403"
28,"$2,495"
29,Thu
30,Sep26
31,"$,788"
32,$O
33,Agon
34,"$,957"
35,"$2,123"
36,"$2,377"
37,"$2,401"
38,Fr
39,Sep2f
40,"$1,862"
41,"$1,953"
42,"$1,953"
43,"$2,080"
44,"$2,165"
45,"$2,449"
46,"$2,475"
47,S
48,Sep27
49,"$2,247"
50,"$1,957"
51,"$1,957"
52,"$1,906"
53,"$2,169"
54,"$2,275"
55,"$2,301"
56,Mion
57,Sep2F
