line_number,cleaned_text
1,Sun
2,Aug24
3,"$2,402"
4,"$2,572"
5,"$2,402"
6,"$2,152"
7,"$3,437"
8,"$2,572"
9,"$$2,724"
10,Man
11,Aug25
12,"$1,907"
13,"$1,907"
14,"$1,907"
15,"$2,531"
16,"$3,284"
17,"$2,962"
18,"$2,571"
19,Tue
20,Aug26
21,"$2,173"
22,"$2,297"
23,"$2,173"
24,"$1,877"
25,"$3,207"
26,"$2,083"
27,"$$2,495"
28,Wed
29,Aug27
30,"$2,482"
31,oo
32,in
33,My
34,x
35,oT
36,"$2,482"
37,"$2,724"
38,"$3,477"
39,"$3,491"
40,"$2,764"
41,Thu
42,Aug28
43,"$2,602"
44,"$1,872"
45,"$2,602"
46,"$1,877"
47,"$2,123"
48,"$2,297"
49,"$2,884"
50,Fri
51,Aug29
52,"$1,957"
53,"$1,618"
54,"$1,957"
55,"$2,961"
56,AGL
57,"AP4,225"
58,"$3,002"
59,"$2,431"
60,"$1,618"
61,"$2,717"
62,"$2,647"
63,"$23,711"
64,"$$2,620"
65,"$2,999"
66,Sun
67,Sep28
68,Mon
69,Sep29
70,Tue
71,Sep30
72,Wed
73,Oct
74,Thu
75,Oct2
