line_number,cleaned_text
1,Sur
2,Aug31
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,$S27
8,Mar
9,Sep1
10,"$1,402"
11,"$1,856"
12,"$1,572"
13,"$1,574"
14,"$2,855"
15,"$2,173"
16,"$1,953"
17,Tue
18,Sep2
19,"$1,572"
20,"$1,415"
21,"$1,572"
22,"$1,415"
23,"$2,306"
24,"$2,070"
25,"$2,479"
26,Wed
27,Sep3
28,"$1,572"
29,"$1,729"
30,"$1,572"
31,"$1,729"
32,"$2,403"
33,"$1,775"
34,"$1,771"
35,Thu
36,Sep4
37,"$1,729"
38,"$1,415"
39,"$1,907"
40,"$1,415"
41,"$2,403"
42,"$1,775"
43,"$1,771"
44,Fri
45,Sep5
46,"$1,775"
47,"$1,775"
48,"$2,189"
49,"$1,775"
50,"$2,189"
51,"$$1,821"
52,"$1,817"
53,Sat
54,Sep6
55,"$1,402"
56,"$1,775"
57,"$1,618"
58,"$1,574"
59,"$2,347"
60,"$1,821"
61,"$1,817"
62,",O"
63,Sur
64,Sep21
65,Mon
66,Sep22
67,Tue
68,Sep23
69,Wed
70,Sep24
71,Thu
72,Sep25
73,Fr
74,Sep2
75,Sat
76,Sep27
