line_number,cleaned_text
1,Sun
2,Sep2
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$2,205"
8,"$2,724"
9,"$1,648"
10,"$12,907"
11,"$1,907"
12,$846
13,"$2,119"
14,"$2,134"
15,"$2,495"
16,"$1,820"
17,$IN
18,$LO
19,"$2,038"
20,"$2,123"
21,"$2,205"
22,"$2,495"
23,Sepzd4
24,"$1,816"
25,$IGO7
26,"$19,507"
27,"$2,034"
28,"$2,119"
29,"$2,403"
30,"$2,495"
31,Thu
32,Sep2f
33,D
34,wa
35,$OS7
36,"$2,123"
37,"$2,377"
38,"$2,401"
39,Fr
40,Sepef
41,"$18,602"
42,"$12,053"
43,"$1,953"
44,"$2,080"
45,"$2,165"
46,"$2,449"
47,"$2,475"
48,Sat
49,Sep2t
50,"$2,247"
51,"$1,057"
52,"$19,957"
53,$TYDA
54,"$21,609"
55,"$2,275"
56,"$2,301"
57,uct3
58,Sat
59,Gat4
