line_number,cleaned_text
1,Sun
2,Aug24
3,"$19,188"
4,"$1,467"
5,"$19,188"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,Man
11,Aug25
12,"$1,765"
13,"$1,765"
14,"$1,765"
15,"$$1,841"
16,"$1,903"
17,"$1,882"
18,"$1,806"
19,Tue
20,Aug26
21,"$1,688"
22,"$1,192"
23,"$1,688"
24,"$1,272"
25,"$1,918"
26,"$1,272"
27,"$1,729"
28,Wed
29,Aug27
30,"$1,998"
31,"$1,998"
32,"$1,998"
33,"$2,074"
34,"AEZ,227"
35,"$2,115"
36,"$2,039"
37,Thu
38,Aug28
39,"$1,572"
40,"$1,192"
41,"$1,568"
42,"$1,272"
43,"AG2,347"
44,"$1,272"
45,"$2,158"
46,Fri
47,Aug29
48,"$1,618"
49,"$1,618"
50,"$1,614"
51,"$1,953"
52,"$1,664"
53,"$2,003"
54,Sat
55,Aug30
56,"$1,618"
57,"$1,618"
58,"$1,614"
59,"$2,099"
60,"$Z,462"
61,"$1,664"
62,"$2,120"
63,",O"
64,Sun
65,Sep146
66,Mon
67,Sep15
68,Tue
69,Sep16
70,Wed
71,Sep17
72,Thu
73,Sep18
74,Fri
75,Sep1e
76,Sat
77,Sep20
