line_number,cleaned_text
1,Sen
2,"$1,733"
3,"$1,872"
4,"$1,911"
5,"$1,950"
6,"$2,123"
7,"$2,203"
8,"$2,447"
9,"$1,572"
10,"$2,447"
11,"$1,877"
12,"$1,762"
13,"$2,729"
14,"$1,729"
15,"$1,572"
16,"$1,911"
17,"$2,277"
18,"$2,134"
19,"$2,826"
20,The
21,Sepa
22,"$$1,729"
23,$IN
24,"$1,911"
25,"$11,877"
26,"$2,123"
27,"$1,762"
28,"$2,826"
29,Fr
30,Seps
31,"$1,775"
32,"$2,846"
33,"$2,290"
34,"$2,483"
35,"$3,259"
36,"$2,612"
37,"$1,733"
38,"$1,61B"
39,"$1,997"
40,"$1,950"
41,"$2,134"
42,"$2,770"
43,Mon
44,Sep2e
45,Cictg
46,Sat
47,Git4
