line_number,cleaned_text
1,Sun
2,Sep21
3,"$2,248"
4,"$2,513"
5,"$2,402"
6,"$2,348"
7,"$3,437"
8,"$2,205"
9,"$$2,724"
10,Mon
11,Sep22
12,"$1,648"
13,"$1,907"
14,"$1,907"
15,"$1,866"
16,"$2,119"
17,"$2,134"
18,"$2,495,"
19,Tue
20,Sep23
21,"$1,820"
22,"$19,171"
23,"$1,911"
24,"$2,038"
25,"$2,123"
26,"$2,205"
27,"$2,495,"
28,Wed
29,Sep24
30,"$1,816"
31,"$1,907"
32,"$1,907"
33,"$2,034"
34,"$2,119"
35,"$2,403"
36,"$2,495"
37,Thu
38,Sep25
39,"$1,788"
40,$TON
41,"$1,911"
42,"$1,957"
43,"$2,123"
44,"$2,377"
45,"$2,401"
46,Fri
47,Sep26
48,"$1,862"
49,"$1,953"
50,"$1,953"
51,"$2,080"
52,"$$2,165"
53,"$2,449"
54,"$2,475"
55,Sat
56,Sep27
57,"$2,247"
58,"$1,957"
59,"$1,957"
60,"$1,906"
61,"$2,169"
62,"$2,275"
63,"$2,301"
64,Sun
65,Sep28
66,Mon
67,Sep29
68,Tue
69,Sep30
70,Wed
71,Oct
72,Thu
73,Oct2
74,Oct3
75,Sat
76,Oct4
