line_number,cleaned_text
1,Sun
2,Aug24
3,"$$1,918"
4,"$1,467"
5,"$$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$$1,959"
10,Mon
11,Aug25
12,"$1,765"
13,"$1,765"
14,"$1,765"
15,"$1,841"
16,"$1,903"
17,"$1,882"
18,"$1,806"
19,Tue
20,Aug26
21,"$1,688"
22,"$1,192"
23,"$1,688"
24,"$1,272"
25,"$1,918"
26,"$1,272"
27,"$1,729"
28,Wed
29,Aug27
30,"$1,998"
31,"$1,998"
32,"$1,998"
33,"$2,074"
34,"$2,115"
35,"$2,039"
36,hu
37,Aug28
38,"$1,572"
39,"$1,192"
40,"$1,568"
41,"$1,272"
42,"AGZ,347"
43,"$1,272"
44,"$2,158"
45,Fr
46,Aug29
47,"$1,618"
48,"$1,618"
49,"$1,614"
50,"$1,953"
51,"$1,664"
52,"$2,003"
53,Sat
54,Aug30
55,"$1,618"
56,"$1,618"
57,"$1,614"
58,"$2,099"
59,$Zt62
60,"$1,664"
61,"$2,120"
62,Sur
63,Sen16
64,Man
65,Sep15
66,Tue
67,Sep16
68,Wed
69,Sep17
70,Thu
71,Sep18
72,Fr
73,Sep1y
74,Sat
75,Sep20
