line_number,cleaned_text
1,Sur
2,Seg7
3,"$$1,729"
4,"$2,213"
5,"$2,249"
6,"$2,048"
7,"$3,063"
8,"$1,905"
9,"$2,571"
10,"$1,733"
11,$I9N
12,"$1,911"
13,"$1,950"
14,"$2,119"
15,"$2,134"
16,"$2,571"
17,Toe
18,Sepy
19,"$1,911"
20,$TON
21,"$1,911"
22,"$1,877"
23,"$2,123"
24,"$1,905"
25,"$2,438"
26,"$2,402"
27,"$2,123"
28,"$2,402"
29,"$2,277"
30,"$2,119"
31,"$2,134"
32,"$2,724"
33,Thu
34,Sen
35,"$$1,729"
36,"$1,572"
37,"$2,402"
38,"$1,905"
39,"$1,762"
40,"$2,724"
41,Fr
42,Sep12
43,"$1,775"
44,"$1,957"
45,"$1,997"
46,"$2,825"
47,"$2,865"
48,S
49,Sep13
50,"$1,897"
51,"$2,426"
52,"$2,545"
53,"$2,113"
54,"$2,988"
55,"$2,134"
56,"$2,723"
57,Mon
58,Sep2e
59,Met
60,Sat
61,Git4
