line_number,cleaned_text
1,Sur
2,Aug24
3,AdZ29e
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$1,918"
8,"$1,467"
9,"$21,883"
10,Mon
11,Aug25
12,"$1,950"
13,Adar
14,"$1,765"
15,"$1,765"
16,"$1,765"
17,"$2,035"
18,"$1,953"
19,Tue
20,Aug26
21,"$11,995,"
22,"$1,192"
23,"$1,688"
24,"$1,192"
25,"$1,688"
26,"$1,192"
27,"$1,958"
28,Wed
29,Aug27
30,AdZAte
31,Age
32,"$1,998"
33,"AG1,998"
34,"$1,998"
35,"$2,268"
36,"$2,268"
37,The
38,Aug28
39,ALESoe
40,"$1,192"
41,"$2,117"
42,"$1,192"
43,"$2,117"
44,"$1,192"
45,"$1,618"
46,"$1,953"
47,"$1,618"
48,"$1,953"
49,"$1,664"
50,"$$1,664"
51,Sat
52,Aug30
53,"$11,946"
54,"$1,962"
55,"$2,079"
56,"$1,618"
57,"$2,079"
58,"$1,664"
59,"$$1,664"
