line_number,cleaned_text
1,Sur
2,Sen14
3,"$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,Age4ada
9,"$Z,445"
10,"$1,402"
11,"$1,787"
12,"$2,288"
13,"AG1,S74"
14,"$2,306"
15,AgYAdg
16,Tue
17,Seni
18,"$1,918"
19,"$1,787"
20,"$2,272"
21,"$1,787"
22,"$2,301"
23,"$2,318"
24,"$2,314"
25,Wed
26,Sen17
27,"$1,918"
28,"$1,644"
29,"$2,301"
30,"$1,644"
31,"$2,301"
32,"$2,059"
33,ALZ
34,Thu
35,Sep18
36,"$2,021"
37,"$1,858"
38,$Z401
39,"$1,858"
40,$Z401
41,"$2,273"
42,Fr
43,Sep
44,"$2,164"
45,"$2,173"
46,"$1,953"
47,"$1,957"
48,"$2,218"
49,"$1,999"
50,"$2,035"
51,"$2,288"
52,"$1,574"
53,Adz255
54,"$2,235"
55,"$2,261"
56,Sur
57,Sep21
58,Man
59,Sep22
60,ue
61,Sep23
62,Wed
63,Sen24
64,The
65,Sep28
66,Fr
67,Sep2
68,Sat
69,Sep27
