line_number,cleaned_text
1,Sur
2,Aug
3,"$2,347"
4,"$1,727"
5,"$2,347"
6,"$1,727"
7,"$2,347"
8,"$1,727"
9,Mon
10,Sen
11,"$$1,402"
12,"$1,641"
13,"$$1,907"
14,"$1,402"
15,"$$1,907"
16,"$1,618"
17,"$1,618"
18,Tue
19,Sen2
20,"$1,754"
21,"41,192"
22,"$2,016"
23,"41,192"
24,"$2,016"
25,"41,192"
26,"$$1,618"
27,Wed
28,Sep3
29,"$1,900"
30,"$1,572"
31,"$1,725"
32,"$1,572"
33,"$1,907"
34,"$1,618"
35,"$1,618"
36,Thu
37,Sep4
38,"$1,754"
39,"$1,192"
40,"$1,725"
41,"$1,192"
42,"$1,907"
43,"$1,192"
44,"$$1,771"
45,Fr
46,Sep5
47,"$2,048"
48,"$2,064"
49,"$1,771"
50,"$1,806"
51,"$1,806"
52,"$2,076"
53,"$1,817"
54,Sat
55,Sep6
56,"$2,839"
57,"$1,740"
58,"$1,771"
59,"$1,402"
60,"$1,953"
61,"$1,664"
62,"$1,664"
63,Sur
64,Sep7
65,Man
66,Sep8
