line_number,cleaned_text
1,Sur
2,Aug24
3,"$2,006"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$1,994"
8,"$1,467"
9,"$2,182"
10,Mon
11,ug25
12,"$1,989"
13,"$1,835"
14,"$1,765"
15,"$1,765"
16,"$1,841"
17,"$2,029"
18,"$2,029"
19,Tue
20,ug26
21,"$1,626"
22,"41,192"
23,"$1,688"
24,"41,192"
25,"$1,765"
26,"41,192"
27,"$$1,952"
28,Ned
29,Aug27
30,"$2,299"
31,"$2,087"
32,"$2,016"
33,"$2,016"
34,"$2,093"
35,"$2,262"
36,"$2,262"
37,The
38,ug28
39,"$1,626"
40,"41,192"
41,"$2,057"
42,"41,192"
43,"$2,134"
44,"41,192"
45,"$2,198"
46,Fe
47,ug29
48,"$1,818"
49,"$1,962"
50,"$2,057"
51,"$1,943"
52,"$2,134"
53,"$2,198"
54,"$2,321"
55,"$1,962"
56,"$2,093"
57,"$1,943"
58,"$2,169"
59,"$2,198"
60,"$2,357"
61,Sep6
