line_number,cleaned_text
1,Sur
2,Aug
3,"$2,968"
4,"$2,044"
5,"$2,984"
6,"$2,044"
7,Mon
8,Sep1
9,"$1,402"
10,"$1,856"
11,"$1,572"
12,"AG1,S74"
13,"$2,855"
14,"$2,173"
15,"$1,953"
16,"$1,572"
17,"$1,415"
18,"$1,572"
19,"$1,415"
20,"$2,306"
21,"$2,070"
22,"$2,479"
23,Wed
24,Sep3
25,"$1,572"
26,"$1,729"
27,"$1,572"
28,"$1,729"
29,"$2,403"
30,"$1,775"
31,"$1,771"
32,hu
33,Sep4
34,"$1,729"
35,"$1,415"
36,"$1,907"
37,"$1,415"
38,"$2,403"
39,"$1,775"
40,"$1,771"
41,Fr
42,Sep5
43,"$1,775"
44,"$1,775"
45,"$2,189"
46,"$1,775"
47,"$2,189"
48,"$$1,821"
49,"$1,817"
50,Sat
51,Sep6
52,"$1,402"
53,"$1,775"
54,"$1,618"
55,"$1,574"
56,"$2,347"
57,"$1,821"
58,"$1,817"
59,Sur
60,Sep21
61,Man
62,Sep22
63,ue
64,Sep23
65,Wed
66,Sep24
67,Thu
68,Sep25
69,Fr
70,Sep2
71,Sat
72,Sep27
