line_number,cleaned_text
1,Sur
2,Sep14
3,"$$1,918"
4,"$1,858"
5,"$2,301"
6,"$1,858"
7,"$2,301"
8,Aggd43
9,Mon
10,Sep15
11,"$1,402"
12,"$1,787"
13,"$2,288"
14,"AG1,S74"
15,"$2,306"
16,AgYdae
17,Tue
18,Sep14
19,"$1,918"
20,"$1,787"
21,"$2,272"
22,"$1,787"
23,"$2,301"
24,"$2,318"
25,"$2,314"
26,Wed
27,Sep17
28,"$1,918"
29,"$1,644"
30,"$2,301"
31,"$1,644"
32,"$2,301"
33,"$2,059"
34,ABLL5
35,hu
36,Sep18
37,"$2,021"
38,"$1,858"
39,Fr
40,Sep19
41,"$2,164"
42,"$2,173"
43,"$1,953"
44,"$1,957"
45,"$2,218"
46,"$1,999"
47,Sat
48,Sep20
49,AGLAT
50,"$2,035"
51,"$2,288"
52,"$1,574"
53,AgZ285
54,"$2,235"
55,"$2,261"
56,Sur
57,Sep21
58,Man
59,Sep22
60,ue
61,Sep23
62,Wed
63,Sep24
64,Thu
65,Sep25
66,Fr
67,Sep2
68,Sat
69,Sep27
