line_number,cleaned_text
1,"$2,402"
2,"$2,572"
3,"$2,402"
4,"$2,152"
5,"$3,437"
6,"$2,572"
7,"$2,724"
8,"$1,907"
9,"$$1,907"
10,"$1,907"
11,"$2,531"
12,"$$3,284"
13,"$2,962"
14,"$2,571"
15,"$2,173"
16,"$2,297"
17,"$2,173"
18,$1B77
19,"$3,207"
20,"$7,083"
21,"$2,495"
22,"$2,482"
23,"$2,482"
24,"$2,724"
25,"$$3,477"
26,"$3,491"
27,"$2,764"
28,Thu
29,Aug28
30,"$2,602"
31,"$1,572"
32,"$2,602"
33,"$2,123"
34,"$2,297"
35,"$2,884"
36,Fr
37,Aug28
38,"$19,957"
39,"$14,518"
40,"$19,957"
41,"$2,961"
42,"$3,002"
43,S
44,Aug2
45,"$2,431"
46,"$$1,418"
47,"$2,717"
48,"$$2,647"
49,"$2,620"
50,"$2,999"
51,Mon
52,Sep2F
53,ue
54,Sep30
55,etd
56,Sav
57,Oat4
