line_number,cleaned_text
1,Sur
2,Augd4
3,"$2,402"
4,"$2,572"
5,"$2,402"
6,"$2,152"
7,"$3,437"
8,"$2,572"
9,"$2,724"
10,"$1,907"
11,"$$1,907"
12,"$1,907"
13,"$2,531"
14,"$3,284"
15,"$2,962"
16,"$2,571"
17,"$2,297"
18,"$2,173"
19,"$1,B77"
20,"$3,207"
21,"$2,083"
22,"$2,495"
23,"$2,482"
24,"$2,724"
25,"$3,477"
26,"$3,491"
27,"$2,764"
28,Thu
29,Aug28
30,"$$2,602"
31,"$1,572"
32,"$$2,602"
33,"$,877"
34,"$2,123"
35,"$2,297"
36,"$2,884"
37,Aug29
38,"$19,597"
39,"$$1,618"
40,"$19,597"
41,"$2,961"
42,"$3,002"
43,"$2,431"
44,"$$1,618"
45,"$2,717"
46,"$2,647"
47,"$2,620"
48,"$2,999"
49,Mion
50,Sep2F
