line_number,cleaned_text
1,Sur
2,Auga4
3,"$$1,918"
4,"$1,467"
5,"$$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,"$1,765"
11,"$1,765"
12,"$1,765"
13,"$1,841"
14,"$1,903"
15,"$1,882"
16,"$1,806"
17,Toe
18,Aug26
19,"$1,688"
20,"$1,192"
21,"$1,688"
22,"AG1,272"
23,"$1,918"
24,"AG1,272"
25,"$1,729"
26,"$1,998"
27,"$1,998"
28,"$1,998"
29,"$2,074"
30,"$2,115"
31,"$2,039"
32,Thu
33,Aug28
34,"$1,572"
35,"$1,192"
36,"$1,568"
37,"$17,272"
38,"$17,272"
39,"$2,158"
40,Aug29
41,"$1,618"
42,"$1,618"
43,"$1,614"
44,"$1,953"
45,"$1,664"
46,"$2,003"
47,"$1,618"
48,"$1,618"
49,"$1,614"
50,"$2,099"
51,"$1,664"
52,"$2,120"
