line_number,cleaned_text
1,"$1,807"
2,"$1,807"
3,"$1,572"
4,"AG1,572"
5,"$1,568"
6,"AG1,402"
7,"$1,907"
8,"$1,618"
9,"$1,987"
10,"$1,572"
11,"$1,192"
12,"$1,568"
13,"$$1,272"
14,"$2,192"
15,"$$1,272"
16,"$2,003"
17,"$$1,572"
18,"$15,872"
19,"$1,568"
20,"$1,715"
21,"$$1,729"
22,"$1,618"
23,"$17,758"
24,Thu
25,Sep4
26,"$1,729"
27,"$1,192"
28,"$1,907"
29,"$17,272"
30,"$1,729"
31,"$17,272"
32,"$1,775"
33,Fr
34,Sep5
35,"$1,775"
36,"$1,806"
37,"$1,806"
38,"$1,775"
39,"$1,775"
40,"$1,923"
41,"$1,821"
42,"$1,618"
43,"$1,572"
44,"$1,614"
45,"$1,402"
46,"$$1,775,"
47,"$1,664"
48,"$1,821"
49,Wed
50,Sep17
