line_number,cleaned_text
1,"$2,402"
2,"$2,402"
3,"$2,402"
4,"$2,348"
5,"$2,964"
6,"$2,205"
7,"$2,699"
8,"$1,733"
9,"$2,339"
10,"$2,447"
11,"$1,950"
12,"$2,901"
13,"$2,134"
14,"$2,636"
15,"$2,402"
16,"$2,442"
17,"$2,402"
18,"$2,277"
19,"$3,198"
20,"$2,134"
21,"$2,724"
22,"$2,402"
23,"$2,299"
24,"$2,402"
25,"$2,134"
26,"$1,991"
27,"$2,724"
28,Thu
29,Sep18
30,"$2,523"
31,"$2,513"
32,"$2,523"
33,"$2,348"
34,"$3,222"
35,"$2,205"
36,"$2,805"
37,Fr
38,Sep19
39,"$19,597"
40,"$1,957"
41,"$19,597"
42,"$2,979"
43,"$2,169"
44,"$3,020"
45,Sav
46,Sep2t
47,"$1,648"
48,"$2,235"
49,"$2,717"
50,"$1,950"
51,"$2,205"
52,"$2,999"
53,Mion
54,Sep2F
