line_number,cleaned_text
1,Sur
2,Aug31
3,"AP3,508"
4,"$2,699"
5,AGR256
6,"$2,412"
7,AGR256
8,"$2,391"
9,Mar
10,Sep1
11,"$1,733"
12,"$1,572"
13,"$1,911"
14,"$1,950"
15,"$2,123"
16,"$2,203"
17,Tue
18,Sep2
19,"$2,447"
20,$i572
21,"$2,447"
22,"$1,877"
23,Ablds
24,"$1,762"
25,"$2,729"
26,Wed
27,Sep3
28,"$1,729"
29,"$1,572"
30,"$19,114"
31,"$2,277"
32,"$22,246"
33,"$$2,134"
34,"$2,826"
35,Thu
36,Sep4
37,"$1,729"
38,"$1,911"
39,"$19,114"
40,"$1,877"
41,"$2,123"
42,"$1,762"
43,"$2,826"
44,Fri
45,Sep5
46,"$1,775"
47,"$2,846"
48,"$2,290"
49,"$2,483"
50,"$3,259"
51,"$2,612"
52,Sat
53,Sep6
54,"$1,733"
55,"$t,618"
56,"$1,957"
57,"$1,950"
58,"$2,134"
59,"$2,770"
60,",O"
61,Sun
62,Sep28
63,Mon
64,Sep29
65,Tue
66,Sep30
67,Wed
68,Octl
69,Thu
70,Oct2
71,Fri
72,Qct3
73,Sat
74,Oct4
