line_number,cleaned_text
1,"$2,148"
2,"$1,775"
3,"$1,771"
4,"$$1,402"
5,"$1,787"
6,"$1,907"
7,$t574
8,"$2,148"
9,"$2,169"
10,"$1,953"
11,"$1,765"
12,$T
13,"$1,907"
14,$TSE5
15,"$2,148"
16,"$2,077"
17,"$1,953"
18,Sen
19,"$1,918"
20,"$$1,787"
21,"$2,268"
22,"$$1,787"
23,"$2,301"
24,"$2,169"
25,"$2,310"
26,$t415
27,$
28,or
29,nD
30,$t415
31,"$2,301"
32,"$1,775"
33,"$1,771"
34,Fr
35,Sep
36,"$1,775"
37,"$1,775"
38,"$1,953"
39,"$1,775"
40,"$1,821"
41,"$1,817"
42,Sat
43,Sep12
44,"AG1,b65"
45,"$1,787"
46,"$1,737"
