line_number,cleaned_text
1,Sun
2,Aug24
3,"$2,396"
4,"$1,467"
5,"$1,918"
6,"$1,467"
7,"$1,918"
8,"$1,467"
9,"$2,188"
10,Mon
11,Aug25
12,"$1,950"
13,"$2,401"
14,"$1,765"
15,"$$1,765"
16,"$1,765"
17,"$2,035"
18,"$1,953"
19,Tue
20,Aug26
21,"$1,995"
22,agiisz
23,"$1,688"
24,agiisz
25,"$1,688"
26,agiisz
27,"$1,958"
28,Wed
29,Aug27
30,"$2,476"
31,"$2,629"
32,"$1,998"
33,"$1,998"
34,"$1,998"
35,"$2,268"
36,"$2,268"
37,Bod
38,Bod
39,Thu
40,Aug28
41,"$2,596"
42,"$1,192"
43,"$2,117"
44,"$1,192"
45,"$2,117"
46,"$1,192"
47,"$1,618"
48,Fri
49,Aug29
50,"$1,946"
51,"$2,671"
52,"$1,953"
53,"$1,618"
54,"$1,953"
55,"$1,664"
56,"$1,664"
57,Sat
58,Aug30
59,"$1,946"
60,"$1,962"
61,"$2,079"
62,"$1,618"
63,"$2,079"
64,"$1,664"
65,"$1,664"
66,Sun
67,Sep7
68,Sep8
69,Tue
70,Sep9
71,Wed
72,Sep10
73,Thu
74,Sep11
75,Fri
76,Sep12
77,Sat
78,Sep13
